#Table1
plate,fiberid,mjd,z,zwarning,oiii_4363_flux,oiii_4363_flux_err,oiii_5007_flux,oiii_5007_flux_err,oiii_4959_flux,oiii_4959_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,nii_6548_flux,nii_6548_flux_err,nii_6584_flux,nii_6584_flux_err,oii_3729_flux,oii_3729_flux_err,oii_3726_flux,oii_3726_flux_err
820,406,52438,0.06263614,0,33.41529,2.592114,359.8847,4.896073,113.1039,3.108849,30.19383,1.853875,29.70229,1.868083,30.80481,1.105609,92.91441,3.334769,54.19813,4.491948,55.24727,4.833364
900,492,52637,0.07803497,0,16.41009,2.642871,509.045,5.337707,162.3469,3.557934,50.53409,8.305847,55.21925,3.126138,113.9744,1.26364,343.7731,3.811427,55.36126,4.740177,58.70874,4.556339
966,499,52642,0.09564084,0,44.95241,6.049669,726.2799,10.67602,236.598,7.457007,108.5298,6.440989,93.57468,6.118474,236.2651,3.603321,712.6301,10.86844,116.6307,9.42582,95.67655,9.389985
1268,270,52933,0.2259866,0,90.42432,3.84019,1338.894,10.09767,414.4818,5.275875,109.7307,4.098854,102.4813,4.034517,133.0182,2.432232,401.2136,7.336167,224.9614,7.512338,170.1302,7.348101
1782,170,53299,0.08626459,0,99.83796,6.359241,3752.572,23.43524,1096.335,11.98352,422.0654,9.042774,495.8606,9.482206,933.8718,5.850885,2816.773,17.6476,961.9697,27.25182,926.6863,27.28653
1847,558,54176,0.1167556,0,25.3558,1.91272,216.8251,3.557021,67.03358,2.26115,12.6061,1.486542,9.327402,1.404735,21.8314,0.6666893,65.84853,2.010887,30.03142,2.682758,22.89887,2.651996
1921,635,53317,0.1393546,0,89.265,4.872261,699.8894,8.901745,211.5514,6.062741,44.7857,4.905035,36.50668,4.368143,200.6208,3.359463,605.1187,10.13291,117.5371,9.290909,58.53782,8.979144
2001,119,53493,0.2273822,0,24.06369,3.367021,487.7453,6.001377,141.9987,3.983784,90.24451,4.384007,65.23159,3.974985,153.5866,2.290125,463.2526,6.907539,216.2097,8.200034,125.6434,7.852412
2001,170,53493,0.06302489,0,33.62738,4.654774,1003.984,10.81033,315.0939,6.248172,299.4253,5.386466,283.1152,5.330475,457.824,3.44649,1380.903,10.3954,274.0676,16.58204,283.6643,14.61187
2200,198,53875,0.1349734,0,16.08713,3.002339,614.1392,6.449824,205.0824,4.041258,84.23085,3.825486,73.4028,3.707859,120.1223,1.423406,362.3167,4.293318,111.5479,6.978709,108.4649,6.757995
2756,150,54508,0.08234768,0,17.50246,2.810525,502.7429,6.014892,155.0816,3.942984,48.66618,3.108425,45.22243,3.569704,74.57383,1.420341,224.9319,4.284072,59.94522,4.62596,56.77134,4.561563
2757,132,54509,0.06008187,0,31.99727,6.374143,926.8967,11.96369,239.1829,7.66784,206.3401,7.673972,175.0914,6.937112,482.9832,5.549642,1456.789,16.73898,232.031,13.83414,90.57781,13.16747
2757,241,54509,0.1000781,0,47.49595,4.585616,2388.356,17.47027,778.8856,9.569277,357.9115,7.206534,363.6484,7.228597,398.6727,3.710131,1202.489,11.1906,605.1276,19.61807,481.8363,19.26553
2757,534,54509,0.2451501,0,22.64623,3.182682,556.4055,6.233108,157.647,4.029027,60.10225,3.921505,54.17712,4.069926,121.7827,2.140397,367.3246,6.455925,91.258,5.128972,62.94236,5.049972
2759,158,54534,0.04994078,0,27.8855,3.469303,503.4644,6.655406,161.1738,4.446229,72.022,3.62252,67.33458,3.597857,89.3137,1.62039,269.3907,4.887465,103.4088,7.677913,64.9203,7.515018
2760,22,54506,0.07819727,0,21.23709,3.139897,1116.599,10.99615,365.3304,5.859023,63.58327,3.599664,48.85031,2.771841,73.45801,1.370872,221.5663,4.134862,132.909,6.590752,116.4153,6.4621
2760,114,54506,0.1435146,0,30.86642,3.083184,697.9849,8.033969,226.9573,4.835876,44.87377,2.772083,33.8201,2.655699,51.72198,1.446395,156.0054,4.362657,91.45568,5.408851,87.82967,4.532378
2760,366,54506,0.1024374,0,28.46676,2.740114,1188.251,10.75869,389.5279,5.682339,83.75108,3.496847,82.64738,3.198121,122.4318,2.03932,369.2826,6.151052,94.89346,4.558921,105.4779,4.678109
2760,588,54506,0.103993,0,22.44582,3.135126,297.6454,5.375776,86.86337,3.737749,122.5844,3.930794,96.30582,3.791234,117.3463,1.791302,353.9437,5.402976,135.357,7.422237,171.9864,7.50428
2761,101,54534,0.07300445,0,24.81629,3.565037,626.4641,7.438468,180.8892,4.494952,105.1312,3.295348,88.94318,3.170593,154.5182,2.19417,466.0626,6.618116,104.4586,7.483381,69.4374,7.246033
2761,141,54534,0.1629362,0,20.92139,2.702599,747.733,7.609691,226.7747,4.658612,57.43454,3.18814,56.52653,3.074743,69.63654,1.604292,210.0399,4.838909,75.56255,4.934387,65.82634,4.871735
422,455,51811,0.178898,0,17.65841,2.49525,182.2734,3.847831,54.0819,3.199388,42.68253,5.082506,36.00668,3.441511,70.21464,1.324091,211.7836,3.993761,82.86702,4.664649,38.25375,4.453001
491,439,51942,0.167366,0,27.25926,2.565486,704.4427,6.265601,211.0478,4.173663,60.07747,3.145759,70.1746,4.08518,82.5201,1.211213,248.8997,3.653293,90.09348,4.799819,117.0201,4.836071
492,177,51955,0.1169268,0,20.65589,2.806738,327.0527,4.084044,105.1528,3.11245,32.76601,2.519022,27.69845,2.549628,66.15465,1.136313,199.5377,3.427378,30.04112,4.946479,40.23584,4.932502
626,537,52057,0.2229173,0,29.27626,3.997612,1973.469,12.78214,639.2439,6.771563,186.1091,6.010425,155.4283,5.870599,238.9273,2.618431,720.6599,7.897784,84.24296,7.878375,256.1445,8.443303
627,151,52144,0.1657785,0,22.95133,2.969272,961.8438,8.850039,313.4886,5.942058,66.18237,2.992808,66.69563,3.494146,107.4821,1.597739,324.1907,4.819145,73.19622,5.461669,82.87378,5.155221
766,306,52247,0.09810995,0,45.70868,4.236466,707.5056,6.926204,195.907,4.598711,71.88284,3.007341,64.43347,2.924169,180.1992,2.239606,543.5225,6.75516,97.04601,8.325486,49.9709,8.500124
835,58,52326,0.07452945,0,41.46322,4.309485,467.7494,6.059463,134.3399,4.267531,67.6157,2.894206,67.70248,3.062265,135.7487,1.899381,409.4496,5.728964,88.72073,9.829753,79.99915,9.646196
835,488,52326,0.1827133,0,26.23157,2.639998,701.2339,5.498365,223.1294,4.077616,59.72576,2.702399,58.84433,2.969933,62.71272,1.180575,189.1561,3.560882,146.0779,5.199839,88.9336,5.177396
970,347,52413,0.06206207,0,32.72478,4.31045,704.2914,8.61188,223.6509,5.438919,211.914,5.231792,194.3222,5.152832,402.1291,3.371611,1212.914,10.16955,129.5243,7.653999,121.2745,7.705448
1186,372,52646,0.06364542,0,22.54709,3.642658,590.4559,7.079659,194.0685,4.813921,103.0218,4.424792,92.67828,4.334081,135.7299,2.238121,409.3929,6.750682,133.2637,8.528788,113.8219,8.526159
1280,601,52738,0.05513978,0,64.52257,4.580021,761.02,9.521004,243.301,5.798705,32.12363,3.391491,31.41913,3.353199,136.9616,2.940027,413.1079,8.86779,44.65646,7.26463,45.8185,7.14454
1600,79,53090,0.1585038,0,144.9363,6.572929,2274.287,19.29469,650.0407,10.81963,193.3021,7.060318,164.3052,6.825686,299.692,5.637541,903.9404,17.00411,201.5321,14.50618,301.7697,14.54801
1600,212,53090,0.09526625,0,39.63408,3.930545,915.8083,9.755445,286.5302,5.708402,68.29632,3.744593,76.16157,3.876671,120.9963,2.165286,364.9527,6.530994,73.81479,7.280919,63.59821,7.449451
1667,537,53430,0.09188017,0,25.27167,3.093838,748.5796,7.722865,226.9483,4.346644,91.89422,3.217028,77.33896,2.938142,166.5741,2.027819,502.4259,6.116364,114.2451,5.453859,103.9477,5.390331
1795,428,54507,0.1476286,0,14.23761,2.73148,141.8049,3.688571,31.32883,2.972447,83.15753,3.117382,59.51134,2.943673,87.13177,1.590567,262.8095,4.797513,110.1849,5.000117,94.19569,4.879081
1866,403,53314,0.09226375,0,41.71304,5.006676,1164.585,10.7157,346.2289,6.707639,153.6178,6.183291,137.5892,5.801223,302.849,4.142,913.4624,12.49321,94.96701,12.70175,148.8883,12.72436
2004,425,53737,0.1305299,0,57.52325,2.784709,824.3015,7.193359,250.085,4.193284,97.1935,3.259557,78.09576,4.445951,138.7504,2.16097,418.5033,6.517977,113.042,4.834734,143.3671,4.944077
2137,533,54206,0.1996945,0,20.4409,3.847469,754.8443,7.152776,242.4579,5.251751,64.64359,4.901145,78.8998,4.688813,126.4546,2.508518,381.4163,7.566261,43.30214,8.381523,79.29726,9.108727
2761,548,54534,0.174509,0,28.91104,2.369606,994.9559,8.212051,319.8726,4.969952,45.39962,3.52013,45.18528,2.500328,62.0298,1.203943,187.0962,3.631366,60.98326,3.841419,78.39119,3.810701
2762,5,54533,0.04960209,0,193.474,10.13033,3429.697,26.69193,940.0161,15.1141,292.9313,11.53198,253.2282,11.31347,811.8139,10.22744,2448.618,30.84829,256.708,25.72465,337.5958,26.16643
2762,112,54533,0.1128906,0,79.07848,4.367726,1171.525,11.55106,333.405,5.748489,86.76649,4.369244,87.64664,4.107659,212.9961,3.033675,642.4454,9.150254,127.9193,10.23225,91.64037,10.1802
2762,261,54533,0.08829488,0,29.5487,4.087389,514.7144,7.212327,157.5113,5.071169,88.0898,4.646768,70.9931,4.502182,136.6302,2.18728,412.1082,6.597334,96.37733,8.204329,98.49146,8.125395
2763,423,54507,0.05418641,0,44.16498,6.749819,229.9146,7.627476,34.70621,6.562468,193.0784,7.690287,167.7758,7.50295,430.0341,4.611444,1297.082,13.90917,124.7728,13.99067,190.8777,14.44887
2766,72,54242,0.08271035,0,65.73489,4.352519,585.2985,8.182679,171.7608,5.154591,33.42276,3.688243,30.74034,3.658158,110.8313,2.457477,334.2928,7.41231,42.07462,6.839118,39.09277,6.950353
505,296,52317,0.09694496,0,22.53153,3.924089,1030.217,10.13601,319.7297,5.990374,113.2724,4.53196,124.7624,4.294465,124.3737,1.70535,375.1397,5.143723,109.3558,10.53005,106.4547,10.32202
714,560,52201,0.169485,0,17.60898,2.976321,1183.224,8.208561,382.9547,5.141942,119.7976,4.905585,99.88954,3.839293,166.8801,1.598788,503.3489,4.822308,181.6784,8.309752,164.7334,8.326433
780,340,52370,0.1069553,0,35.95965,3.761423,324.1634,6.002666,95.84055,4.457806,30.7417,3.767048,26.93147,3.564399,65.07526,1.86036,196.282,5.611269,53.12709,5.84357,53.03788,5.869521
989,562,52468,0.1390878,0,15.96367,2.683709,876.6125,8.319517,285.1407,4.643308,65.46614,3.212065,78.53162,3.010715,87.05865,1.304932,262.589,3.935973,101.9589,5.018921,124.7597,5.166297
990,169,52465,0.1687584,0,29.9677,3.315052,1237.293,9.106028,392.9683,5.805395,83.72462,4.254708,86.64339,4.476923,73.78904,1.20242,222.5648,3.626774,49.41398,8.740522,153.4384,8.363954
1052,465,52466,0.1349631,0,46.25359,3.505882,1009.874,9.346179,323.9,5.428851,155.286,4.937471,127.5741,4.468673,187.5181,2.325952,565.5979,7.015603,146.3525,6.721932,180.0184,6.90493
1052,519,52466,0.1928677,0,33.94201,3.125145,1329.208,8.628318,427.9209,5.213177,72.25594,3.585081,70.08644,4.909658,157.7568,2.061106,475.8309,6.216765,185.2316,6.535233,159.1604,6.347293
1299,434,52972,0.2558355,0,12.68815,2.505046,190.3264,3.131503,52.42492,2.350727,30.77375,5.137857,28.43868,4.605937,41.13745,1.298672,124.0801,3.91709,40.73459,3.512855,17.75529,3.496033
1300,218,52973,0.1511082,0,20.81798,3.49559,2458.015,14.02322,753.8735,7.541481,257.2117,6.394583,199.6413,7.013533,260.1561,2.381872,784.691,7.184269,148.2713,13.04276,354.3093,13.59489
1300,286,52973,0.07206485,0,22.10306,4.318596,1396.427,10.96484,439.7348,6.548924,92.01679,4.111449,103.1103,4.119679,181.5111,2.053955,547.4794,6.195195,86.61774,8.579643,125.7732,8.635088
1368,71,53084,0.08773512,0,24.31846,4.310279,1300.179,12.67389,420.0114,7.282125,228.9072,6.145356,205.9366,6.15157,229.2405,2.586123,691.4424,7.800336,283.4468,11.7189,280.3482,11.88918
1603,131,53119,0.1816611,0,27.89139,2.81991,289.1077,4.267065,92.15178,3.559836,17.32592,2.480179,15.37812,2.364338,42.73508,1.272489,128.8989,3.838115,27.81264,4.607691,32.56874,4.562043
2007,448,53474,0.08911487,0,32.86049,4.732374,491.5742,7.730264,125.7129,6.153838,128.2226,6.355741,110.0647,5.810925,303.4839,3.328617,915.3775,10.03987,146.3965,8.911379,59.73381,8.669927
2771,71,54527,0.2015326,0,126.5789,4.15518,868.6057,6.330665,218.2454,4.787446,62.64916,4.541069,89.71619,4.099587,109.0123,3.252022,328.8062,9.80884,140.9728,10.38136,136.8747,10.33283
2771,226,54527,0.2209211,0,13.33217,2.301324,265.9722,3.441546,89.75153,2.499115,22.43155,2.378887,23.65377,2.261243,56.20893,1.037925,169.5391,3.130618,54.75305,3.694089,46.31717,3.683178
2773,466,54533,0.07721192,0,162.4545,8.333733,3579.933,24.38673,1012.332,13.384,91.03728,7.53819,104.7852,7.420603,403.965,6.311058,1218.452,19.03559,222.7971,16.33609,268.898,16.42537
2776,409,54554,0.07050572,0,119.4153,6.36131,1264.864,12.75249,360.9495,8.102382,99.58582,6.05704,105.6971,6.04268,259.1107,4.516029,781.5377,13.62137,113.7575,13.13168,95.51875,12.93349
331,503,52368,0.09068932,0,54.08443,4.339364,2726.489,19.02562,880.9269,9.257071,397.3554,6.682529,388.445,7.064452,474.6653,3.497032,1431.7,10.54785,566.2776,14.79161,428.9594,13.81527
331,617,52368,0.0833853,0,76.10101,4.663142,880.3987,9.883289,267.685,6.141077,56.09475,5.985261,57.44986,4.772689,198.3387,3.170181,598.2352,9.561988,76.62105,8.467723,59.82363,8.250327
511,126,52636,0.05791176,0,57.81089,3.627991,930.0758,9.274144,295.5516,5.152308,49.02556,2.553764,38.86354,3.262042,51.95553,1.653332,156.7099,4.986825,103.9244,7.780791,86.2421,7.52259
644,592,52173,0.2202251,0,10.83398,1.989623,239.6194,3.096422,72.61703,2.131359,24.05009,2.512269,18.83033,2.152217,30.54774,0.9858,92.13905,2.973397,27.88288,3.00139,22.22335,2.824689
779,526,52342,0.1336849,0,31.88623,4.275637,409.1295,7.014803,105.9451,5.00086,66.94064,5.742537,48.60224,5.739061,128.5285,2.473467,387.6718,7.46054,134.3154,10.55081,65.12833,10.23083
849,137,52439,0.102402,0,19.15977,3.316148,284.3063,5.116933,89.75214,3.67537,22.20693,2.853715,14.55837,2.342861,40.11732,1.310918,121.0031,3.954028,49.84338,5.718886,37.08917,5.560348
1046,509,52460,0.1988113,0,31.04333,3.417491,1850.027,11.21895,587.5543,6.245094,124.7132,4.865213,111.6846,4.708017,144.3934,2.155292,435.5239,6.500852,195.4926,7.600874,237.3793,7.688977
1047,247,52733,0.1202468,0,54.83748,4.898517,2495.842,17.65749,769.8602,9.439688,211.9142,6.132441,186.0817,5.524861,414.2816,4.727457,1249.569,14.25909,134.7615,11.34689,237.6125,11.73212
1047,300,52733,0.03664102,0,257.8515,13.31846,2980.384,29.00945,890.8116,17.17845,204.3443,11.51612,219.0024,11.53552,614.7968,11.72729,1854.369,35.37217,257.6122,24.4615,358.1211,24.92401
1426,171,52993,0.05240773,0,28.3098,4.742375,1436.357,12.62471,454.1856,7.547684,222.1731,6.185903,245.9209,6.298989,275.3153,2.948337,830.4146,8.892857,224.2826,13.51755,178.6545,13.16059
1728,253,53228,0.04663858,0,115.4845,5.987258,774.8632,10.11029,249.1876,6.75915,40.09919,4.689825,49.17353,4.776571,139.2827,3.918381,420.1089,11.81873,62.01606,11.24045,82.16238,11.37814
1793,317,53883,0.2151602,0,49.90674,4.29792,414.9689,5.904691,110.9073,4.342746,49.13098,4.288263,40.2336,4.411861,101.925,2.477395,307.4295,7.472386,128.14,8.156345,62.81611,7.824656
1930,438,53347,0.0796002,0,18.21594,3.43071,191.9096,4.47825,53.96685,3.737017,50.13301,4.250063,59.0461,3.948074,97.28294,2.267038,293.4278,6.837902,94.24456,8.462417,148.9484,8.633036
1930,544,53347,0.1027043,0,24.79725,3.033789,399.8642,5.048073,111.807,3.582774,46.69425,2.972107,43.50979,2.819101,111.5323,1.74948,336.4071,5.276831,44.39252,5.371859,53.01789,5.497695
1930,627,53347,0.2261287,0,10.92613,2.172532,134.7676,2.825344,38.74964,2.14196,18.5529,2.572863,20.94714,2.550277,36.62922,1.049289,110.4822,3.164893,34.98389,3.932031,31.11577,3.852984
1931,315,53358,0.0430134,0,70.40239,6.854402,825.4029,11.19573,237.0205,7.635504,119.5746,6.21385,116.0473,6.083014,307.5433,4.043779,927.6216,12.19696,121.3326,16.2944,103.7084,16.1989
2008,423,53473,0.0666226,0,36.42382,3.513804,2567.319,16.13837,848.921,8.145862,316.3519,5.183544,311.4149,5.262065,341.6713,2.58289,1030.559,7.790583,231.1393,8.167579,320.6011,8.435687
2141,449,53764,0.2009118,0,10.54976,1.863376,212.002,3.018719,65.81953,2.325051,17.66281,2.222328,13.65874,1.989027,32.4304,1.021228,97.81757,3.080256,35.14184,2.839561,16.42825,2.809916
2141,551,53764,0.1271121,0,28.99331,2.930413,1240.982,10.10995,406.1334,5.50162,119.7729,3.773358,97.66273,3.44272,192.3002,2.141404,580.0218,6.458963,191.0441,5.27521,92.97425,4.852539
2786,316,54540,0.08440505,0,38.17172,4.054155,1657.533,12.53765,532.3486,6.750772,77.83621,3.750634,83.68819,3.411869,75.46673,1.241867,227.6251,3.745754,117.9561,8.894684,124.6355,8.447819
2786,436,54540,0.1373748,0,44.2789,4.028594,765.9125,8.133928,241.7421,5.308512,75.00063,5.187114,48.34859,4.354333,98.55657,2.223274,297.2694,6.7059,136.1997,9.207346,291.6662,9.577899
2789,400,54555,0.1203033,0,34.33211,3.547337,1079.408,10.93477,338.0179,6.053198,94.31117,4.249889,89.37009,3.7995,151.1213,2.416507,455.8168,7.288733,93.3517,6.430695,104.0391,6.130008
2790,390,54555,0.06664931,0,19.55468,3.044129,594.3375,7.155518,195.9672,4.431392,28.82492,2.322274,25.06085,2.326321,48.01574,1.28172,144.8266,3.865959,43.3679,5.122994,44.38362,5.156199
2790,469,54555,0.1138323,0,24.14156,2.124911,280.2458,7.301644,84.07204,2.643091,43.54998,2.072466,32.14769,1.871992,37.44975,1.125311,112.9571,3.394194,108.5257,4.167861,80.99536,4.015275
2792,32,54556,0.1646758,0,36.80261,4.492937,1490.252,12.47165,461.3266,7.591823,146.0784,7.027097,195.5488,6.068133,147.0767,2.531663,443.6172,7.636073,227.2455,15.10181,276.647,15.30953
2792,89,54556,0.1705441,0,114.5618,9.048855,2261.198,18.271,565.9324,12.32833,264.6922,9.714528,242.5869,10.42361,726.7357,8.468077,2192.003,25.54165,365.3577,22.80603,210.5777,22.78259
2792,394,54556,0.1163716,0,55.52211,4.072718,630.0163,8.112274,188.9978,5.058055,72.41656,3.391634,51.46622,3.193181,56.95729,1.925913,171.7963,5.808992,162.8523,7.921191,111.8879,7.52351
367,172,51997,0.2944843,0,14.86502,1.511125,406.4242,2.57269,123.9894,1.708414,22.7794,2.605124,16.6543,2.301146,43.76276,0.9389578,131.9986,2.832111,57.9292,2.652265,15.8979,2.573145
367,197,51997,0.2723368,0,43.67373,2.239002,842.1587,4.877194,244.327,2.818692,61.37801,3.218709,50.95602,2.620318,121.9597,1.689163,367.8585,5.0949,102.608,4.153276,99.34479,4.14357
417,87,51821,0.2384804,0,41.452,3.012922,1120.527,9.542562,383.8257,4.989522,21.02227,2.690305,21.74574,2.683386,45.07347,1.037069,135.952,3.128035,65.70649,4.865604,86.68551,4.929967
622,512,52054,0.253999,0,125.5231,5.080637,2617.988,17.5052,812.7885,8.644699,87.10165,6.704377,79.78545,5.632373,117.737,3.171701,355.1221,9.566573,154.8446,9.667234,260.9785,10.06979
623,224,52051,0.1163184,0,37.499,5.239952,1505.317,13.53487,459.7683,7.924129,75.76598,4.553628,91.02014,4.576617,146.3566,2.964591,441.4454,8.941881,140.3203,11.21837,78.869,10.98861
690,312,52261,0.1067491,0,30.01141,3.519152,945.0515,8.741189,298.9961,5.240504,115.3242,3.788079,89.27988,3.430762,142.1411,1.981453,428.7305,5.976513,173.7114,7.083844,162.0029,7.065092
829,58,52296,0.170047,0,46.28687,3.576801,844.2419,8.497577,258.0779,6.052168,61.80974,11.59168,60.38035,5.792597,79.8687,2.091191,240.9024,6.307508,129.7195,7.323917,110.2822,7.747882
829,163,52296,0.1796595,0,12.64884,1.980945,880.0432,5.899187,290.203,3.965924,95.12611,6.990261,90.21818,2.958167,108.7141,1.34166,327.9067,4.046751,88.60169,3.878576,105.1088,3.861561
902,134,52409,0.0563294,0,169.925,9.247299,2978.191,23.65865,853.2414,13.50071,294.5403,10.52558,370.3351,10.5532,936.6386,12.3006,2825.118,37.1014,944.2895,27.10476,248.4219,25.52632
1273,569,52993,0.2209845,0,24.91446,3.256332,855.9547,7.707313,256.5721,4.525895,46.9696,4.170492,42.77396,4.065275,79.93542,2.197321,241.1037,6.627619,88.62587,5.791669,113.5218,5.974701
1407,281,52886,0.2498068,0,18.73431,3.665735,388.8444,5.051507,125.6816,3.874596,39.89249,5.322967,26.79203,5.224,34.89749,1.553232,105.2589,4.684902,64.14136,6.868425,44.8774,6.415613
1720,473,53854,0.09874018,0,72.90401,5.552208,928.1568,10.72119,263.1612,7.22339,66.47242,4.963135,45.92129,4.871024,195.871,3.711698,590.7921,11.19533,186.0125,10.43713,52.2573,9.865759
1720,632,53854,0.3326333,0,26.03863,4.674291,607.7476,5.74631,199.254,4.296973,89.53884,9.079799,70.9194,8.050705,88.56233,4.096354,267.1245,12.35554,92.82761,7.513873,66.95172,7.442478
1786,234,54450,0.2206458,0,31.02199,2.955818,663.0458,6.009971,213.9135,4.087868,33.76072,3.936312,24.97702,3.570314,100.0588,1.834258,301.8006,5.532541,28.81292,4.780033,36.13016,4.786576
1786,540,54450,0.1658314,0,35.9782,3.615698,499.7332,7.389362,141.8567,5.097338,34.23847,4.267178,28.96972,4.598379,63.31008,2.057142,190.9578,6.204811,65.62791,6.891504,35.27815,6.649624
1854,543,53566,0.1954295,0,18.13595,3.283621,1100.384,7.989733,353.174,4.958442,117.863,4.14213,106.7176,3.53912,147.8214,1.752945,445.8635,5.28728,124.6671,6.808603,127.1479,6.96033
1927,604,53321,0.1735183,0,43.43006,3.43709,2907.593,14.83608,928.0361,8.592465,243.1331,5.9054,246.6498,5.365337,250.884,2.288542,756.7241,6.902764,217.0152,7.738585,222.9949,7.701771
2001,479,53493,0.06683431,0,24.10861,4.432871,1816.734,15.07603,615.0048,8.472727,303.6876,6.274832,293.9228,6.384821,415.198,3.471241,1252.333,10.47005,287.3721,11.59014,366.6146,11.73491
2002,156,53471,0.2060236,0,13.69939,2.6367,492.8134,5.414803,150.6733,3.754076,37.80066,3.315162,34.77621,2.775399,62.17141,1.480715,187.5233,4.466173,65.334,4.720672,32.07307,4.703938
2136,160,53494,0.1003266,0,133.1126,6.697643,1767.163,16.80597,539.4987,9.671676,149.559,6.328847,146.2472,5.896414,206.8397,4.528175,623.8762,13.65801,360.8212,17.29404,456.719,17.72199
2200,526,53875,0.3468964,0,18.63143,3.227267,641.0338,4.723256,187.651,2.836755,52.04579,6.177018,39.12039,5.294614,88.20673,2.553952,266.0518,7.703301,101.9809,5.430181,57.734,5.428022
